sentimen,Tweet
1,kayak ngerti lo wkwk
1,tolong gampang tinggalin
1,neng kalo kulh pagi ya
1,suka manganya live actionnya animenya ku suka mua
1,terkng orang yg orang yg mem hidup h nya
1,ni sbnrya budak genius cekap math sometime sakit mcm ni cekap in art
0,surah an noor ayat 2 empuan zina lelaki zina bat tp tp orang n
1,yg berl pagi td 2 tersan dlm ri
0,lom iod nang mua ku emosi eh bencik ku laka benda jak mua org aneh2 nok nal sik
0,la kakak haha
0,rindu bebi
1,giveaway pulsa karen bahag in ga cil an kaln 2 menang dt puls
0,hilang yg berkali2 lipat dr pulpen mgkn mikir pele ah cm pena tp
0,ya al sungguh ni ot
0,si ahok nyinr si yahc dukung dendam ahok usut jabat brengk pantesan bis
0,kalo pdkt trs gebetan nanya det det si aja matn
1,yeeees nya mon menaaaaang spot jantung nontonnya jnopensu750
1,l bullyan mu simpan gug prestasi
0,gi tirus ngasih colat mulu
0,khas suami yg curang dgn isteri ret apprecte isteri kaki betina bet nya korban org
0,udah ta bales
1,kalo eps 3 4 o tetep kaya an ja drama korea tama tonton n
0,sr u tuh gen bangetama uu
0,li gak nak na jaga hati org and je join me plan haishhhh
0,nak tidur u still fikir orang ng okay tu tidur lena a lu ka
0,benernya nya smpet pan trus putus ewita eh tau2 kabarin g yg bikin mah
1,mas i emang marting canggih promosiin blog nya aja smooth banget
0,mendt cerita sentuh bunuh ri teman facebook buka kisahnyaemoga
1,u ngeptember cer tau bikin cer ngemil
0,mua rindu mem daya mean ng caya pku rindu ku
0,p anjir anjir ronok kata p break off manus tu hh dah lepasni sa dah
1,riously tk penat bab rja part time nie penat
1,mama dkt call nak lunch and then i said i want goreng pisang hahahaha nang mama yah k mama pelik
0,h cerita dr patient huhu makcik nie masuk ward bab heart attack sngt suka tegur nyu
0,n nang baca komik ni
1,emosi bimbing p min tind positif bab tenang teens liv
1,cinta jati ga ti pohon ja ga cabang cinta
0,kau empuan empuan kau mesti tau sakit orang ng layan pempuan mek
1,hai safe flight ya
0,anak orang nang ai ala kr je rupa pon de tah harta rendah ri dar ri
0,pening ah
0,sorang je ayam kfc cil
0,ya aja ng a ga ga hargain kit orang peduli k
0,pantang tengok mak ja bodo n bodo anak misbehave kat public
0,bzzzz wtfff rennn ama dokter cowo cewe
1,anggap aneh anggap
1,ma nangpnya kreatif lucuk sih p a naro link mv tweet ta yg ga huan
0,kisah h ni dah bukak tutup tupware ni
0,kmu ti skrg suka tidur an cewa
0,s k muka ganas nmpai mak nri muka samun mcm
0,kak dwita udah nal eh p nya tau a nggak manggil ng a ya
0,menya orang nya intropeksi ri
0,ir nang n mati an kak sarung mikirras
0,hadoiii penat tengok a lari
0,igt nk amek paj bayar tp tp mcm x lg paj nk beli woah nang asb g
1,karang ajar redha amp terima hakikat yg a untk t amp syg untk orng yg harga
1,esok kawin k guys dtg ramai2 ya pfttt
0,orang sabah kasitau u l br dorang nak culik abu p
0,benci orang ambil hak bebas kaito kid
1,sp ng mua
0,chanu mulu si sih a molor aja gih ngebacot cantik
0,ga kalo nya yg cape ehh icung udh ja
0,guys pusing banget gak dapet tit fansign ga nonton ic jkt pin bong terus sampe h te
1,sabar tunggu 10 kumpul duit pi travel thn kakak ajak prgi ak u nk gi lak
1,hahahaha gelak weh
0,harap dpt titik bintang hug mu tp harap dt titik hatimuteffy ai
0,kapel jelek ya wkwk
1,noey ng i love u noeey chibi
0,de gf pe imaginary gf also can lepastu ja gila kn
1,nice nice anak kicil nich
0,menyeksa kucing haiwan ngan nabi muhammad a w
0,hmm hmm iri ya karna ga yg ngechat ga yg ceritain hmm
1,hahahah becilaaa mu dok tkdok orang ganti n a sri
1,terima tn nang ko nak gi pd ko tinggal ekarang ko nak konvo
1,bismil moga untung blm ya album
1,suka org yg syg cari le sbg priority auka duka s nang a cari a p
1,nya caya mpurnaan terir ajar membanng ri y
0,s mengi u goblok yaa fantastik jujuran yg patut apressi
1,lt deh wkwkwk
1,ya al lindung p mu siksa kubur siksa neraka jahannam fit hidup mati f
1,mohon hati mudah jatuh p manus suka ambil berat
1,pantai indones gak h indah pantai negeri lho booklovers cocok berlr santa
1,u dm kakk
1,tan jati berbi yg anggap yg anggap sa jowy blightuikoden
1,ras cinta orang yg ku
1,eh gan nak k k je lan pi sinr us hahahaha
0,lak rindu hati rumah nyaman huni cinta
0,iya gara bacot knya
0,5 39 78 aero 39 74 8hp boong
1,bagus blok ni jut pegi solat jumaat dah tergg dah tidoq penat las ta jalan kaki sa na tinggal bas emmm
0,bom dapet huhu
1,anak jiran umur 3 n tau bf ko gay kak sbb tu a dah nak pegang tetek ko laangsung hahahahahaahahaha
0,ora mbatesi koe ameh ngene ngono mergo yen koe cinta koe mudeng pie ne njogo ati ben ora cemburu utowo
1,bahag
1,pi png brown cik ayaq uih mak mak sihat ka hahahahahaa
0,ga ngebacot
0,when bestfriend say kau kahwin je erkkk krik2 kawan je
0,bodola emma ja nak murung ni
1,cinta ilham
0,me malas nak jaga hati orang also me hmm hati k
0,fakap u nak gi m ramai2 nak happy2 tetibe badmood woiiii nak m je woiii
0,nya stalking maaf kit lup
0,dosaaa kutuk nih ka jeno nya
1,benda ajar
0,ko lek jap nak block
0,foto bayi asli anak nder ngga nsor wajah kasn loh bayi ngerti dosa tp udah
1,butuh bi hati damai ng nya cinta ter kam tika m
1,weh a mimpi ngandung hahahahahah
1,angai classmate dah mcm angai abg2 hahaha oh why
1,kasih asupan cinta ti henti ja n lu lirik grup
1,hahaha i can t rja dt intubated patient yg cakap and active ni again dram
1,l istirahat ng riku
1,idm army gabut ayo mutualan aja ya autofollback hehe
1,hahahahahahahaampai tudung dh nk cabut dgnpec jatuh
0,hi iblis ter rt orang j anak baby isu a ex husband a kawan be
0,ter mudah sn orang p orang langsung sn sn
0,loner tengok benda ni
0,confu dgn jual kt malays ni asik kaya je nak jual nak show off kaya then
1,teens fannie rela lomba lari liling dun ja garis fsh nya
1,mazmur 3 3 3 4 te engkau tuhan isa lindung engkau nku angkat pal
0,gay
0,sumpah suka ri ja cond choice best u orang tunggu dah and still
1,hidup negara mpurna nyawa jaga indonel nikmat ceri
1,an ahh guys bantu mena pls karna wang tit lytour pa urgent jnya ku har
0,bodoh lawak ni bodoh heheh
0,logik yg orang nk cakap is g pang g pang bela nasib kucing dobi tu de k kutip kucing jalan y
1,ri dah hancur caya cuba membahagi orang liling putus asa sahaja ya
0,l m r sarean bk udah penuuuh banget bener2 penuh ga atur tumpuk2 g de
1,tips mem empuan bahag u a chat jam 13 00 balas chat a jam 12 59
0,n sorry suka laki jaman karang bany suka mena kasar i
0,ber nak cekap main tarik tali ni cinta g pintu tulis tarik tolak a
1,nyari
0,temen gue yg png nge dm jun gen gak abis a gak bales respon gw ngin ya
0,udah ya anak ya hmm nya
0,bahagi bahagmu n ma ce a
0,silap fikir
0,dara gi nduri kahwin lepas tu ramai orang lepas tu risau dt t duduk htt
0,mus us aja anggap aja a ga kalo udh tau g sih ja males ngejb
0,faham ri
1,tuhan cinta anugerah buah ide bisnis ledak anku an aamiin
0,aww infeksi ayo maju loe gelut
0,vote mwave music chart h 5 mass voting voting ren 1x vote n
0,yah telat ya udh gblh an
1,suya cowo
1,wkwkwkw
1,moga kk umur hat jodoh hyunjin nonton straykids fansign po
1,untung strong ya pukpuk ri nri
1,gua nyanyiin raisa lagu mantan indah ya al haru
0,jujur h banget h 2 ter bandung tp ayam geprek fav ma pindah t janya ga pen le
0,enggan lepas hati te goda hati maruk ja manus
0,benda bodoh women na blame k ni benak da kait bodo org blame pompuan bunuh binatang
1,masyaal sistur dap suara a
1,wakakaka gpa dukung
1,suka majinasi
1,mua bon nyan hidup mu inget aceh tetep bersukur ya
1,pin positif p nyata liru nya sembuh luka
1,u akhlak n engga u harga lindung
0,mas lak ng wara
0,si ay bkin lirik yg ngerendahin empuan rujuk s x nri gak paham hbgnnya s
0,bab karang tengok video aorang ksa kucing ni baca benda ni menang
1,bi rimu serah gagal tara caya ri bera kat
0,ok ga dateng ya nikah
1,ihiy donkk
0,hancur habis hati
0,mbok u ngutip pilm yg kit nasionalis k nya tuh u bingung nyenengin ya
1,milik bij mel ter tp kali tp quranhour
1,save skit utk hahahaha
1,alu trimas la bab caring la ni dar ri dar tahap a
1,pin g ken bgt ya totoro an hahaha tp ken ya temples gera hahaha
0,si kamvret kayak ga nt jual yakali exp bahan man 10thn langsung blockir ller macem g
1,kau lu ubah cinta buruk l muegala an yg kau bangg jg gal
1,7ocl pr benda ni u kau jaya ak kali kau lu power benda ni
1,empuan nikah rana 4 kara pilih rana agama nescaya bahag
0,ken marah gak g g s tanggung dokumen u ya mbok ce
1,cik n panggil mai rja cashier myn hahaha gaji basic 2k pi
1,yaaaaayyy
1,ayo ja mam br ya mama 3
0,man malas suruh ngejar ngejar mas
1,bera butuh riku nya mu bahag
0,nak marah nak hamun tetibe p mende de kait ri nri ne tuduh ii mulut
0,sa able
0,nak we kau sanjung mak kau s m minum kau kau layan mcm nak tanak je haih h tengok
1,kalo ng tau ras
1,sp mas
1,thank you sistur do jaya
1,asln ngebainnya tawa trus wkwkwk
1,orang caya pmu tama yg l me memcayai
0,je mcm nk mampos kau mcm g eh
1,cik yg gu wkwk
0,ber zaman ceklis biru whatsapp sakit u nggak langsung bales udah g last en n
0,ja aq manggil dek nggak ngerti lupaaaaa mwa
1,kak wkwkkwk
1,makkkk in ultah kaln kado ya
1,hahahahaa gi mkn2 je kawan tikah yg dri johor tu dtg so bawak la a jenjalan nk pegi
0,ramai aktivis mahasiswa tuju atleast sikit nilai ban kau
1,hahaha anjir
1,agreed
0,bangsat ha carut 1st jumaat ni p kat budak ni lawak nau la tu
0,eirockya yg rl pim jg ga enak sih imo soto aeon
1,bers s nang nang mu kau kaya kaya mu
0,sesal nya tolong org mcm kau n fikir yg kau ni ubah hakikat kau ubah
0,wkwk blm dapet oi
1,tuhan tolong ku dt mean dku
0,boys out there u girlfriend panggil kau babi babi leave her immeately it is toxic relationship you derve mor
0,sikap teman tormu sikap ti bos pen gw tajong g
1,triggered tengok poster tu benda tah emo jap hahahahaha
1,yes presiden bpk mantap
0,doi bikin gedeg emosi yg ter giveaway pulsa 5k 2 orang erius aja in beso
0,a suka fa hope kat
1,tunggu kak
0,apya yg ga cuping cte bawa irr
0,cakap h h la gak most of the time tutup mata dah cenna burn 15 hinggit
1,br gak ren mem tertawa nobita
0,nctea gifnya detik ba pan
1,klo ak pnya pintu doraemon ak pngen masuk hati km br ak tau asa km ak gak kaya asa km
1,karang k install tiktok
0,g kaji kn rap resah jiwa tika mejam gelap ruang kau o har da
0,mua lelaki trash arghhh
1,snow tipu suka
0,rugi la vote cantu hmm
0,bera nak hpi barang an relay ni kali im sorry
0,hati ku patah ja patah bawa gi ku tau orang meny
1,lu nak h sbb a yg bodoh lepas orng yg 2 syg a
1,moga tabah sabar tp ujn terima
1,ikooodddd
1,tulus cinta orang pikir ber kali muncul hidup tau bet berha
0,menamg patah hati murung g kau anjak cinta mem re
0,eh eh
1,dgn meikal k mustahil je jumpa nnti hahahaha btw goodluck study hahaha
1,tau thanks mbak
0,ga ntar tagih tipn truss
1,renan nonton film wiroableng pendekar kk t naga gen 212 ngeri lt film jadul
0,bercekatzun aaang maafin
1,duni
1,rimu mohon s puisi
1,hahahaahahhahahahhaahahhahahshshahahahahahahha pqoootttttt tah tau a ka
1,mazmur 91 15 u berru p ku mennya s ak
1,weh n duduk s asyik nak sakit je haih kuat
1,cantik u jb tweet
0,h la p kucing dobi tu u dt m tu rat 14
0,a ga ng ngin
0,galak
0,titik air mata terba bet terksa kucing betina bunting tu mati lecur mesin dryer dai dobi taman
1,cinhappp happy birthday aduduu udah jarangg temu nihh mangat trs ya team j n lemot2 ii
1,nga lg nungguin pr2 jumat iya 2 mendo
1,suka lucu ngelt lan orang orang yg nge ga enak hati nya aja ndak p lhooooo
0,u bnda tu ja lgi mals dh nk rayu
0,complicated btul usha dak2 ptptn
0,kah unfollow mua olshop yg liweran ig goda ku gatahan u godaeriusan
1,kwk ku temu pas bruntusan trs a ng jerawat gede alaihim
1,nsib tk simpan lgi
1,iya kut ngetawain post skrinsyutnya maaf dekjom sok2an ngetawain p
1,manis lt erin aja dev hehe berc okay tunggu ya masuk sumart erin be
0,pamit cari
0,serah terhpnya p marin me ri ikhlas ikhlas mua yg terja
0,kah hati mu
0,juk ge kat jetty ni sesal bawak jat
1,ga tas gucci tinggal aja yaa umur2 blm menang ga wkwkwkwkw
1,mohon rmi lelaki yg mero mcm ni hahahha
1,mmg duk tuk m je hahahaha
0,am bab nak gaul penat mbang kosong
1,erghh timbang jak belgan ni pendek tangan hahahhaha
0,i would but bermoney
1,hah hahaha geli banget gue pa emot jempol udah kayak bk bk wa
0,ja lelaki ni
0,army bts tonjol dri smuanya army nafas aja sain jalan aja sain
0,decide nak resign ni kau pujuk la offer gaji 2k nak weh payah nak
0,lohhhh oloh ku beemu mu tepei heh tan lu anjerr
1,enak u langsung ajak ngomong mah beber org ajak fambest ta
0,vi vi vi vi vitachimin hyeongie kaaa aangen banget hyeongie ku gemas kayak squishy chim
0,yg mna ri tu depresd smpai nk suicide tu ne dar skit yg oku pn depression tu mcm
1,suka spongebob uwu
1,ngaja mu ternyum pku
1,l pagi jumat do pmu caya mengi mengmu ring
0,latih nggak bakat bakat
0,pusinggg bingung tt hemm kudu piye iki
1,amiiiin goodluck anw
0,man a u jgn la man ring tu ja sn la a ade lera gak ut a tu bg a m
0,idm merinng nrn
0,kau ni sikit2 nak butthurt kalo anjing kau erti sakit hatlam jumaat bye
1,uap 10 kali kot hahaha
0,jumaat jgk nk sakit hati haihh nk racist tp mmg bangsat la u angai mcm ni
0,ja la nggak minat ngenalin zn noona g
0,rja last mute sumpah penat gila hm nak taubat pon la hahahahahhahahaha ni dah 2nd time
0,ni t puas nafsu je babi
0,91mateskuuu kaya anak ilang s
1,nyari astaga
1,u
1,this is especlly the truth nasib rosak liver konon nak cepat kurus cut sugar inta calorie counting
0,nih uda mencak2 nyoh m nyoh gak ntan maaf malu ya
0,bye sa hi sa
0,n tt cowok udah bera ga generalisasi but somehow it s pretty hard
0,empuan layan sgt lelaki
0,h dengar ta kucing masuk mesin ering tu dah kucing tu bunting alu
1,lucu lucu mpul ng
0,yaal suruh kari colot ni als kampret huhu
1,mua anjing suka corgi gemes nya pantat montok hngg
1,cinta al pisah mu cual al pisah
0,dah penat a dah penat am dah penat muka dah penat sakit hati dah penat pendam dah pen
1,jila pintu kaca kat opis ni clear ni sakit dahi terhantuk hahahaha laju plak tu malu la gilaa hahahahaha
0,ahh gu a nya gasuka
1,ya ala ganteng banget
0,karang dah hati nak reply chat with strangers li hi what is yr name tinggal anak ber baja
1,do mua empuan yg nak ai tudung esok bentuk oningnya mpurna
0,huh tu p benci mathematics
1,tany meng orang benci tany rimu nri meng peduli twittbot
1,kak ng kak mesti
1,ttt karna rulesx terpenuhii moga rezeki ku dsni karnaa ga ka vicka yg ga nh menang
0,b ti s pa asa
0,gak ajak
1,wkwkwkkwkwkwk
0,ra nguros
0,udh follback ya plis ga terror2 lg
1,tetap kau peergi i nyaman nikmat panas kopi
0,ras gak gampang ba
1,tunggu bahag syukur syukur ras bahagan
1,mii gak udah 1 nan kawan uuuu sih udah ja temen sabar dengerin yan
1,hahahahah n suka a
1,suka orang tegur p puji rana tegur dt mem te pujn mus
1,doa b ya al amila
0,untung umur hidup rai duka hiyori asahina
1,an doa doa lantun malam jokowi2iode 2019jokowi
1,nggak ya nnya mnya nya anon wkwkw
0,lagu berh brader tu suai utk karang gara gara math
1,ok nder 3 yg jd cantik jg ma temu doi 1 stgh taun hehe udah
0,a gi bab a dah orang kau a a tu mpurna sanga
0,nya
1,tauu hahaha g ckp pastu drag org nak hahahaha ckp na g kau hahahha
0,k start from now na kuat k a act li u dont care anymore
0,space memori lelaki kosong bab lu nak benda bodo ai 6 n lepas sa 3 n lepas mak
1,cinta al moga tuntun surga jokowi2iode 2019jokowi
1,kalo menang beli memory card hapeku sisa beli stuff venteen
0,this ller is rude af nya udh ngelt orang thread os ampe ngatain miskin lol da
1,pompong menja kupu kupu cantik ghaida
0,nun mati temu ba aja ja iqlab temu gaja ijab
0,me trs knp km g msk hukum un r aja her marin udh dpt org dlm tpi suruh bayar 500jt
1,hhhh cantik bangett mba
1,suka lukis art org tp i tried amp i loved the process alhamdulil owner pn suka sgt
1,neng ya
1,suka wa reta dgn org laki berbanng pompuan sbb reta dorg mas and bersih
0,kaln gak sih nge doa gue ga kabul gue udah ring tahajjud ga kabul tuh ja gi c
1,asyik gamelan mbok jamutrasional jamugenehatalami herballife
1,nctea lu kat mencintaimuampai tunggu mbali kun kau h
1,nalllllll dekcik dgn h amp happy
0,me 2 cinta nkri cinta presiden nkri yg sah mamp
1,nama tungguegg karang harap me
1,aunty pintar
0,ajar rendah hatiebab nam jahil alhh rindu zaman ajar
1,yg lucu anjy wkwkkw
1,mya bingung wjwjwjw3j
1,november temu hihihi lupa baw haah
0,benda lu nak bawak gurau 1 rupa s 2 bentuk bn 3 incurities connya gagap pas
1,giveaway nihhhh ja karma an udh kaln lin dgn in parfum yg lg hits
1,haha ja alhamdulil asli habis 10 9 gaberani intip lol
1,henti mero 20 menit memlancar tean darah denyut jantung alir darah tepi lho kah si
0,okay whatever then baca artil a nak bertanng bab a clean tok mat so
1,15 ptember 2017 boxer graf mpet mt nan wkwkwkwk oh ja yg nam jodoh g wkwkwkw
1,kakkk luk et mi luk et mi ka tyda cantik cantik ti bidri
0,ngnya
0,jahat tu nda ena njir mya gajahat
0,cemburu g ng
0,dah dah la post p kucing na ksa tu nak nang rumah dah 10 ekor bela dah mcm
0,bahaya
1,nak join agree dowh
0,ter sinetron indones video bikin ngga komentar
1,wkwk sih ayo nung nek minggu
0,gegara by
1,hai tari l ulang n yaemoga an hati balas tuhan moga bahag
0,n ni duga berbanng last year orang cakap tingkat umur bany
1,sumpah chee ni les gala mah kat malays nak dai m laris jual man chee nak b
0,klo sih mundur aja
1,tarik hatn iphone ni a ya camera iphone xr single camera a ya gem t
0,member lgi dri
1,pagi dek woncha gen
1,caya pku caya pmu rin ao no exorcist
0,lesa tengok prisoners korang yg suka film crime thriller tengok cite ni layan k la anak hugh jackman dg
0,ya ngin kode menng orang langsung love eh
1,virgo yg terja merup pros hidup yg mudah serah
1,wkwkw yo ngono wis otomatis iku koyo
0,i miss my bestfriend time ko rendah an dah plan nak lupa ri pindah ko gaduh an
0,moga foto ga nyebar berhu engkong jaman ko bentuk puyeng janya
0,mu buruk sgt lancau
0,sumph ye pagi ta bngun trjut sbb mimpi e
0,be ga tau malu banget ngga sih nya n reply instagram story a n
1,hai kasih janji h mobile legend
0,h gantungin dm nih mikir
0,lemaaaah balas dendam gi
0,saking bego mua suka
1,n dah kat yaman sik be eh hahaha benda ajar sitok hakikat duduk pean hadrat haha
1,pantes ng chill
1,dusta
0,mnya bain orang baan uuuuu yuk
0,gua stress ngetnya jaemin ya al mileamu
0,ga lihatin aja mulut males nya wlwllw
0,de ajah bok
1,kuy wkwkwk
0,stress nya ya al hp rja ni sumpah rela ajar
1,ye empyun hahahahah si noah post ig tntg film tagged p nntn tagged jak ason 1 asa gak
1,asyik2 je ne bebel ngan bk soh nasihat a mah tegur a a yanh mo deng
0,dengar orang menang suara sakit yg men nya now i feel that
0,cerita ram kat bilik
0,meh pastekno ora iso kondo
1,main final fantasy awaning lho gaan main yukz
1,u ber ja komplot ampok rampok hati rampas hati
1,menja t singgah tere harnnya pmu mengecew
1,happy af u c gi plea c
0,inget neraka cing bulu na pehnya api neraka
1,a kkilig thank youuu
0,pir udah jarang up instastory eh iyaa ni malas aja hati nya jarang up up k
0,bab de hm
1,that s my boys share benda nih bukti bahawa mua lelaki trash
0,tau sih jawa n tau turun jawa bk sunda mamak kalo suruh mil
1,u dom jogja
0,pin lilingi wajah lilingi hati
1,kawan l kucing lemas mesin basuh buah dai dobiesi cinta kucing b
0,kayak udah gpa klo ga tahan mundur drpd mengaruh psikis
0,ngelin u driver udah ng mbak cancel ya centang driver asd to cancel ajar
0,kau lihat 4 kara nya lihat 2 kara lihat 1 ikhlas kau terima silam ak
0,ret chat dgn org yg reply patah patah ni eyy
0,ni bab sgusted when a guy tells how women should dress just to elak orang nafsu ni
0,rpw p ken bodo kalo a maf acc yg ya prinsip beda acc beda cerita tp tetep h s
1,2nya tokoh yg pengaruh si a org hebat yg kagum lets vote retweet and li leave your co
1,nya amplaz jalan jalan doang susur trotoar capek ngadem amplaz wkwkwk
0,jual urname gt lt
1,jarang tuju kau tuju
1,tama lucu ihh kayak rubah arctic sm husky m muslim jd can t relate
0,post gambar kote orang nak bising or sampah ni
1,hahaha sa eh de las ni
0,yg ya gaberani nikung
1,empuan ni canb al suruh tutup habis jgn tt panas ruam panas
0,kng nak sakit je terl hospitalebab nak tengok si peduli tengok family
1,u nak mak an sub sporting ala2 mak regina movie mean girl i m a cool mom tu mak bole
1,be dku ku
0,ko rindu
0,u 2 ubah penat marah h just penat
0,asan tengok politik malays ni kau member kau pala kau jahat kali
0,u kau tipu caya sbb ye ni jenis bodo bodo cepat ercaya hm ntahla wak
1,hahahahaha na la censored anjing salak na panggil hahahahaha
0,sorry wehebab kau suka kawan cakap ni kau kawan ja tolong kau tu dah tan
0,creepy s katil baring je ngantuk
1,luka berat tt cinta orang yg mu
1,haha bodoh ye rba 2 ne maki ngan je
0,am saben
0,santet beneran
0,benci an bala dgn amel dh la de duit nk pinjam pinjam lak cb tul pastu lak na kire
0,ughhhh markah pa physics td rious cewa
1,oh hahahahahahhhahah bl baju kau lupa nak cakap le beg hehehehhehehehehhehehh sorry
0,sih nyoba hehehe
0,jantan alfa amp induk bunuh leher bayi ikat ja hewan pelihara beli amp pelihara anak
1,ja pacar aja gi
1,cinta cinta dun si conan edogachi kudo to ran mouri bot
0,faham cik ni ta bebel sorang sorang melayu ehh nak tidur payah
1,incer ts wkwk
0,hmmm na p em lho
0,incure girls kulit licin licin muka kaca ni kaca re je hsuwduhfjsnfbei i hate bre
0,yg henm je laki org ek ehhhhhh marah ni
1,milik
0,mange impelederhana u terima pancasila falsafah nkri p ganggu utuh nkr
1,wkwkw eh udah rja yah
0,lelaki je trash empuan
0,ngatain nuna cantiq ja nuna alay
0,dh jgn isap
0,jg pusing ltnya
0,rpin istri ong gak
0,iya mya ga enak ngajak nya tuh g karna
1,dengerin candu inget pas fansite jihoon yg nge tweet beautiful fe
1,ya tuhan kutuk ja millder
1,hahaha epa mmg suka ngan nya a manja manja ja
0,syuting yaam merinng ya al ami ekaln ku ber doa smg manfaat
0,gara2 ngobrolin charm tampang ja ter mantan w yg aga ajar ng tau gak sih orang
1,klien raja ringkali manja gemesin banget deh
1,te tumbuh dewasa menja anak cilmu i love u
0,sbb math nang huh
0,nya d ruang jendela renung bisik nang silam thu sgalanya bg caya janji yg
0,kuranye de lok nak jantan betina weiii pe mentality kau mcam sampah ek even dah habis sch ing
0,mashoook ekoh
0,dah tau kara and sesal yeah
0,overthinking cuz flight mlm ni malas gile dah la demam
1,jokowi
1,jenis easy to forgive hard to forget dendam nak ja ajar kan hid
1,moga kawan kawan yg sihatan menyp homeworks cuti
1,bagusss nyumnya cocok banget neng ltnya
0,nulisnya gbs nyante gue baca gak nyante
0,yezza if ng sahabat 8 9 n lup gaduh 5 mt yg its really hard sa sorang
0,anj staghfirullaadzim luy ga kirim2 kaya g mah ga goda
1,warung say br temenin kmu jga warung br kmu nggak pn
0,i kau n a paham pan kah tau yg nya
0,tengok niiiii hati tu k weh sakittttttt sn anjing tu
0,ng cebong suka begng ng kampret dukung duhhh bingung bgt ya tuhan
1,cinta terima banng cinta cinta cinta
0,lupa
0,kalo kiki yg ng nyebelin gpp ya
1,22nya jodoh
0,20thn ken nikah umur 23 sm orang g g g 23thn blm yg ngr 24thn si
1,alas a nama temu a nama p
0,of cour sah
0,dt bas sbb tk s print tit atur then a pegi cakap akak tu ape en
1,manus handsome jumpa
1,kreatif wkwkwkwwkwk mayan imbang
0,mati bareng bumi
0,sulit tuk l tinggal p a yg cinta sulit tika nang nya hilang
0,eh sorry sa nt dkt crush tp do sa nd
1,jumpa dah handsome boy
0,rem anjr
0,yoona am temu jejaka hpannya sebal gendut t
1,ng
0,ohhh ngga download nya temen2 las nga yg mak
0,bestie a call then nang ii aaaii nak dahla me
0,n twitter suddenly stopped buka dkt app u buka ai website helok
0,luka lepas yg cinta terkng luka ga lepas
1,aduh neng cantik bikin ntang aja nih bop bukabukaan livebugil
0,gila babi ya obs blackpink ni to my 8followers i m sorry u you people rap ternam blackpi
1,kalo pilih garut
1,someone said to me menya orang bahag dt jap pikirka
1,baca ja mbali jejak bumi mbali sr u kuasa al kuat mengu
1,o coba
0,yaal rindu berhpan mbunmbunan mba rosa tp
1,jai uang j kaya
1,do tuhan rezeki ber an menja manusi
0,pelik dgn laki yg acah2 rbah tu ckp pmpn yg awek b ja wtf sakai doh haa sam
0,haih nasi goreng ter gula k adoi abetes ni la u manis2 ni
0,nggak ng love you ya
1,cantik nya kaya jisu unnie g
1,pa telegram add ngobrol gi add ya indhistyzara ok
0,tika peduli su junior kau riku
1,kalikaa teens rika tau gk klo ng bangeeettt sma uu
0,kaln yg main yg debar ku yg khawatir wkkwk nontonin chen main denger terk kaln pas
0,faham logik ramai marah budak anya kucing dobi ber ramai kutip kucing terbr m
0,u pndai akak tpi klau b tingkh l x jge pown x gune jgk
1,mati pukul orang wanita me
1,nak story sikit p orang laki ni yg ikhlas sgt nk surpri gf a i hmm korang nak kisa
1,
1,ya cantiik m nih hehe
0,cekam yg am berfikir bi ya 2 nafsu yg bica
0,lirik lagu ya hm ng cinta ng
1,serah kam jilid 2 klo ngamin hutang pulsa temen temen
0,weeee ya kudu mbacot kudu ngomel sing puwedessss yen singgung dolane hhh menng ma
1,mati lupa orang yg p mnja sahabat br a yg buang ak x mmpu nak buang sbb b
1,yeaaa rja yg suka rja berni mcm baejat cakap tu mcm2 rja haahaaa tau n ak
0,puffff mush a kt gmbar2 nang a ngn awek a dlu pastu gmbar awek a kuar ngn laki tu smbil p
0,kng2 prefer am p jujur kau nak pendam pe janji luka kau kau
1,wkwkwk bain bnnya
0,beli ip6 dah bel kat ig p duit mak k kau
0,kau na bernam la sbb kau malas nk peluh sbb tu la gemok pendek
1,ku hidup menja orang te p bermanf
0,bangun pagi lihat ruang ga genang air hujan tu nya ken nang syukur
1,weyyy sorry weyyy rius doh lupa weyyy hahaha
1,s 4n ter sa jokowi brrt tingkat kualitas
1,bera ngasih ter tt mua hatn ng gak kam
0,besok u futsal br teng pler nya si yoga pas futsal
1,lepas p episod ni lekat tengok cerita bahag bida lakon mua padu weh ganngan nora i
0,nanya sn kau member budak sts terrem dngn tgk munafik2 mua kau gemok
0,park jihoon benernya aq gag pusing mikirin sih tp mas s bs hhh ng bgt dek
0,nggak lepas tangan kau rumah sakit bersam nggak lepas ran chi dcquote
0,lup mu ja list an ter ku te gagal sr s hati ku kam
1,tuhan kaya aamiin retweet ng aamiin kaya
1,bersih hati khawatir mem meni an suka pngka buruk
0,da suruh kau sa kau caya cakap nak caya ha u caya kau am am ah sl
1,hahahaha uka ipbb camera a lawa amp reng hang hsjsjs tpi android not bad tho sbb u
0,u pusing tugas ih l part time cari cari t man g let kng cari gu
1,cewe suka cowo hatn hatn 2 cil ce maap ya dnnya co iya gpa e
1,ezra aktif yuk gen nih
1,hahahahahaumpah dekah
0,ngelin kya mahh ja yg cret of angel
1,ringgit tu hahahahahahah weh hancurrr hati
0,jg kaget bales alf p mata melek be
0,sbb tu ajar has jngn tafsir snri sbb sa 2 sheikh google arch hath pastu sp sila tabayyu
1,l kalo marah doa ja marah
0,ni srs la do cakap bab ng a nak a sakit bab
