sentimen,Tweet
1,life must go onemangat memperbaiki diri jangan anggap diri kamu rendah angkat kepalamu tatap masa depanmu bismillah jumat berkah
1,yesss aku guna ide nih
1,aku memang bukan yang terbaik untukmu tapi kamu tak pernah tau bahwa diriku sangat mincintaimu setulus hatiku teens kikies
0,jangan sal nanti aku tidak fokus belajar malah fokus buat menikah
0,jangan bermain dengan perasaan orang lain kamu mungkin menangkan permainannya tapi kamu bisa kehilangan orang itu sel 
0,tapi aku galau karena aku juga suka sama juneeee huhu
0,i wish kulim dekat gila boleh balik hari saja dari ump awat lah aku ketegaq sangat nak balik awai seminggu pasti sorang2 kat sini 
1,iya haha
0,ya naik harganya 
0,perasaan class cancel nih aku taktau nak desc cane dia ada part rasa best ada part rasa rugi 
1,halo aku single lagi oke haha
1,thread kontrol ke psikolog psikiater sampai akhirnya aku bisa rubah sikap buruk aku dan bangkit dari keterpurukan ke play station 
1,throwback gambar degree kat facebook and muka aku semuanya mudah terhibur je hihi sudah kata sudah mana ada aku nih menyeramkan 
1,murah banget by the way tadi aku juga habis bikin pecel
1,terimalah teguran itu sebab dia nak selamatkan kamu 
1,punya teman 
1,aku tahu kamu boleh sabar k 
1,memang cuma kamu yang paling tau soal aku baiklah 
1,iyasi benar aku juga tidak jadi daftar bidikmisi wkwk
0,atlet datang adu menang kamu datang pergi datang lagi terus meninggalkan jadian sama yang lain recehkantwitter
1,hahaaha kan betul ada yang mentality siap macam nih masuk keje 8 30 time tulah aku baru thumb adoii
1,jangan hanya berharap dan menunggu tuhan memang akan selalu memberimu yang terbaik tapi kamu tetap harus berusaha 
1,harapan aku cuma satu semoga orang tua aku masih ada di saat aku sukses nanti 
1,aku lebih suka yang cair2 sikit
1,kasihan aku itu lihat aji yang ngucap cuma jusuf wkwkkwkskwk
0,aku belum jelas juga kayak semacam gayageum atau iya jimat
1,agreed sudah masuk work life nih dia tak kisah sudah pointer hg 10 flat kakak apa as long as hg pandai settle job yang diber 
0,ada waktu dimana mungkin kamu lelah dengan semua yang terbiasa 
1,bukan aku haha ini kisah teman yang kebetulan aku lihat di depan mata
1,aku selalu ingat dengan apapun yang terpaut denganmu meskipun hal kecil semisal harum parfum dari tubuhmu yang kadang suka buatku rindu 
0,dimana mana aku diperbudak baiklah
0,maaf dia bikin aku halu maaf 
0,aku menyesal telah membuatmu pergi kini diam diam aku merindu dan dalam tunggu aku selalu berharap kamu cepat kembali pulang 
1,iya 
0,aku tidak suka hubungan yang tidak jelasenjougahara bakemonogatari 
1,ow si senang sekali aku dijadikan panutan
1,dirikanlah salat dan suruhlah manusia mengerjakan yang baik dan cegahlah mereka dari perbuatan yang mungkar dan 
0,saat kamu harus memilih satu cinta saja pasti ada orang lain yang menangis tsubame ai kora 
0,buah oren nih lagi ploles dari kulit muka aku sial 
1,cuk ini lucu haha aku senang logate ditulis plek apa onoe 
0,sebab sayang aku mengharap sebab mengharap aku tunggu sebab tunggu aku jadi bodoh sebab bodoh lah aku terluka 
0,boros tapi aku juga begitu 
1,lah aku ke miniso isinya cewek cewek semua mbak karena dia lucu jadi aku bawa pulang wkwk
1,makanyaaaa wkwk masih aku senyumi 
0,aku dan kisah miskinku 
0,ya ampun masss yungiu kenapa kamu bisa jatuhhihhhayanggg
0,nder jangan jorok jorok kotor sarang kuman kalau kamu muslim tempatnya tidak enak buat salat nanti kakak 
1,ya allah bagilah aku kekuatan untuk berlakon ok bila tengok dia dengan orang lain amin 
0,pihak dealer tidak nyanggupi dan dia tetap mengotot h masa tidak bisa se cust tidak bisa bu maaf h berapa duit 
1,macam aku cakap jangan jadi terlalu baik nak buat baik berpada pada lah 
1,aku lah nih target cod yang ada battle royale itu tapi tak keluaq lagi rasa
0,kamu bebas mencibir menjelek2kan pemerintah sampai kamu nungging2 muntah2 giliran pemerintah memberi hak rakyat untu 
0,rlt maaf tapi bagaimana ya cara hilangkan bau badan atau bau k tek begitu aku tak tau harus apa lagi
0,ku harap ini adalah mimpi dimana aku tidak akan pernah terbangun aku harap ini tidak akan pernah berubah onew in your eyes 
0,rlt jadi kan tadi aku baru unduh gojek terus pas mau memasukkan kode nya belum saja di ketik tapi tiba tiba sudah terter 
1,aku di cium sama woojin lt 
0,aku klaka depan2 kamu diam haha maaf lah kids tidak ngasuh ku takut bark uduk woof3 bocah
0,buto sampai sekarang aku dendam pergi tidak ada belum anjink 
0,peprus kampus aku tidak seserem yang di jakarta amp bandung kakak legend kampus itu adalah 
1,idm miii butuh teman mutualan ayo aku anak baik kok hehe nama ku ada nya ya terserah mau reply rt atau like terima kasih
0,sebagai wanita yang bernama bella gue hanya bisa terdiam seribu bahasa akan kekreatifan om om yang lagi viral ini tidak 
1,ketika kamu memiliki 1 alasan untuk menyerah sebenarnya kamu masih punya 1000 alasan untuk bertahan 
1,aku hanya ingin mencintai orang yang selamanya hanya mencintaiku yang bukan hanya dari kata semata
1,biy betul lah dengo bossned panggil norak danish sayangayang dia ada sa'duu alahaiiii meltingnya aku dengo 
0,gue kemarin ini 2 hari 10gb jadi ya sudah kamu belum termasuk boros wkwk
0,paman fcm nih asyik panggil aku mapla mapla dia kata maksudnya brother tapi kuhan cakap maksud mapla itu menantu alahai
1,aku suka nih new drama 
1,bagi aku ler kalau tknak haha
1,semangat buat hari ini guanlin sayang cepat pulang aku kangen begitu lt 
1,doa mu makbul shahrul alumku membuat langsung haha terima kasih ingati jua sesungguhnya aku lupa
0,aku rindu tawa bersama mereka mari kita only2an lagi punggawa
0,sekarang aku tau kenapa ada orang yang bunuh diri cuma karena skripsi 
0,bagi emoji love kurang dari gf aku
0,emotnya kenapa woyejak kapan kamu jadi oke nak 
0,aku takut sebab aku pernah kena cakar dengan kucing setelah itu di orang nih unexpectedenang cerita kucing iniepei wanita ya 
1,aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
1,asal lagu itu terngiang ngiang kat pale aku hanat 
0,kamu sangat pintar menjaga diri sampai tak pernah memberi kesempatan orang lain untuk bisa menjagamu 
1,aku melihat begitu ramai berlumba lumba menjadi yang terbaik untuk pasangan aku berharap dia juga lakukan perkara yang sama 
0,aku jugaebel banget
0,kapan aku marah kalau km bilang mengantuk 
1,maka itu bukan best friend aku lah sebab aku tak dan kawan binatang ahhahahaahhahahahahaga
0,askmf jadi kan tadi aku baru unduh gojek terus pas mau memasukkan kode nya belum saja di ketik tapi tiba tiba sudah ter 
0,kalau bo dengan ku yang cepat keluar ya sayang biar cepat selesai aku suka yang mainy sebentr tidak bikin cape 
0,takut kamu culik soalnya terus meminta tukaran sama abangnya 
0,aku rasa aku sudah patut kena tundukkan pandangan terhadap lelaki melayu i kenot 
0,yakin kamu bukan penakut tag teman kamu yang selalu takut dan lari setiap lihat anjing galak 
0,aku tidak masalah sih kalau mereka dating tetapi kalau aku bisa meminta tolong jangan sekarang mereka sudah usaha 
0,fuck celcom aku subscribe basic internet rm 1 makin slow pula nih data anjing
1,rindu kamu tapi takpa lah aku doa dari jauh jeemoga tuhan beri perlindungan pada kamu 
1,haha sudah makan siang sama aku saja jfclosedday
1,askmf teman teman boleh meminta doanya aku interview kerja jam 4 sore ini doakan lancar ya dan terbaik hasil nya 
0,aduh budak baru kerja nih asal macam hyperactive sangat ke aku tak boleh masuk dengan orang n9 cukup pokek bona ha biaso sudah lah 
1,rlt buat yang belum ada kode tix bisa pakai kode aku ya hehe 
0,memang sulit ngontrol nada bicara sama mimik muka niatnya sih peduli tetapi aku malah ngebentak2 ya maafkan 
1,sian akak kita office aku nih haha malas natural killer cukup lebih ahhahahaha
0,jujur tidak suka yang sipit tetapi kalau badannya hitam begini aku jatuh cinta menonton sampai habis hoottt tapi dia tidak pakai kondom 
0,aku kangen tau 
0,adik aku nih spesies mulut manis dengan gf tapi dengan aku mulut cam gampang geram aku 
1,haha lucunya kamu kucing aku anjing begitu 
1,allahu takpelaa nanti aku post hadiahh
0,tidaklah lah aku hadap muka dia nih duh
1,ya allah ajarkanlah aku senantiasa menahan amarah ketika emosiku meledak ledak ajarkanlah aku untuk tetap berkata san 
1,uh i hope my parents tak kecewa dengan result trial aku nanti 
0,astaga aku pusink lihat kegantengannya 
0,kalau rasa give up baca ayat niungguh aku benar benar mengadu akan susah dan sedihku hanya kepada allahurah 
0,harap laki aku tak macam nih 
1,oh siap 
0,sounds like aku di tonjok2 huhu
0,mbak juga pernah mentang mentang aku dulu tidak main mobil legend eh di selingkuhin sama yang main mobil legend
0,borosnya kamu seperti aku 
0,aku duduk sini bapak lah emosi terganggu haha tak lama aku tua sebelum usia kalau begini 
1,aku memang tak sempurna tapi ku mau selalu sayang padamu 
1,bismillah menumpang kang kardus tapi aku sayang 
1,aku tertawa bacanya 
0,mungkin saja saat kamu hanya main main aku justru seriusaat kamu hanya sekadar aku malah seluruh itulah mengapa 
1,perempuan ini ibarat bungaelagi kita siram dia dengan sifat yang penyayang dan lemah lembut pasti perasaan sayang aka 
1,kalau memungkinkan pasti aku bantu
1,senangnya orang buang aku sudah dapat apa yang dia nak then menghilang 
1,aku sudah habis tengok sok far episode 1 lagi best dari keseluruhan season lepas haha
1,sayang cherry juga traktir aku dong 
0,jadi kapan pacarmu mengucapkan terima kasih ke aku karena telah menjagamu dulu 
0,kamu tidak mau aku saja p 
0,sebab itu aku takut nak bawa pasti kenalkan dengan famili habis itu nanti kang kalau tak bawakkan dia kata kita tak si 
1,ok attention doktor laporan i sama free from cancer tak sia sia aku berdoa jaga makan do the healthy activity and lah 
1,margaret thatcher bilang meskipun aku bisa berjalan di atas air tetap saja mereka akan berkata dia tak bisa berenang 
0,sekurang kurang nya rm100 kalau budak yang miskin kamu natural killer suruh macam mana meminta sedekah ke setelah itu bila tak cukup kamu 
1,diaebut je detik waktu aku terus tidaklah brain ahahahahhahaahhaha
0,iya ini sih fix mental illness kayaknya tapi ditulisnya estetik begitu aku agak cringe pas lagi deskrip 
1,bahagia itu saat bersamamuaat kamu ada disampingku 
0,15 tahun and still counting sebab aku tahu akan hadap perangai babi kamu sampai akhir hayat aku 
0,kenapa aku ingin putus dengannya ya karena aku tak punya alasan untuk bertahan dengannya egha ys
0,enek banget pahit banget aslian terus tersedak dong pas minum kayak begitu aduh bikin trauma astagfirullah 
1,jangan ajar makwe kamu ke pakwe kamu ke hidup seorang dibaikan maksud aku jangan abaikan dia once kamu abaikan dia memang di 
1,kalau sampai sekarang masih tuhan hantar orang untuk tegur cara pakaian aku salah aku sudah beryukur sangat
1,tolong menolonglah kamu dalam kebaikan dan takwa dan janganlah kamu tolong menolong dalam dosa dan permusuhan qs al al maidah 2 
1,dolan'o seng adoh lepaskann itu mengko terus plong aku sudah tau dan terbukti 
1,gitagut buat apa cari yang perfect kalau kamu saja sudah bisa buat aku bahagia 
0,perpisahan itu tentang ego kita masing masing yang perlu diganti bukan aku yang harus kamu ganti 
1,mun cemani lakak lakak tertawa haha
1,aku ada karena kaupun ada
0,ke baki anak gravi jahat semua sama aku 
0,enak ya jadi kamu kusayangi tanpa kamu perlu sayang balik padaku 
1,iya semoga tidak tambah panjang urusannya aku kaget banget pas lihatnya
0,dapat lecturer perangai annoying nak mati kecil besar kecil besar je aku tengok ijooooo
0,geramnya lahai dengan pak arab seorang nih haritu tinggalkan daki2 kerja dekat atas table nih buang sampah merata dalam 
1,kita saja manasik haji sudah senang lah dia tiap 6 bulan kadang sampai bingung ini foto umrah 
1,haha aku selalu ngelat cukup bawa bekal pasti kuar juragan zaty haha
0,lepas nih tak payah natural killer sibuk cukup aku nih hati tak kental lah hati macam perempuan lah sebab rindu famili lah itu hak 
0,ini sebab kenapa aku tanak bercinta lagi man are sampah just for those yang sampah curang macam laki nih kepada lelaki iya 
1,iya tau aku tau 
1,aku tambahkan
0,fuck terserempak member aku kita bedok then aku dfn encik aku tapi aku tk tegor member aku haha pasal encik kita sebelah 
0,jika kamu seorang pencinta dunia maka janganlah engkau mencintai aku ke ranah dunia tidak ada padaku
0,aduh design poster yang first itu siapa lah yang proceed geram je aku menengok
0,nih rang orang kok pada nikah muda iya kebingunganku dengan teman2ku saat ini tapi ya sudah lah tiap orang punya cara panda 
0,duit mak bapak aku banyak habis sebab kamu tau tak sudah lah pemboros lepastuh jenis tak hargaiuka rosakkan barang
0,gf kamu nih memang babi babi babi babi bf gf sudah lah tak hensem babi pula itu pergi mampus sajalah ingat aku hadap ke kamu 
0,aku manusia biasa yang ada hati and perasaan bukan selama lamanya aku sini mengalah turun kan egoampai satu tahap nanti kamu dan 
1,jika km menginginkan hasil yang berbeda kamu juga harus mencoba dengan cara yang lain 2019pilihjokowikyaimaruf
0,tolong ya itu oknum pjh kandangkan saja aku tidak siap
1,sayang lebih aktif lagi yuk yuk yuk biar aku tidak kangen 
1,kalau kamu dikasih kado sama orang yang kamu anggap spesial maunya dikasih apa waktu yang bisa dihabiskan bers 
1,gemesan aku dong
1,seringkali kamu ragu untuk mengucapkan apa yang ada dihatimu karena kamu tidak yakin dia akan mendengarkanmu 2019pilihjokowikyaimaruf
1,kalau disuruh memilih antara harta atau hubungan kita aku memilih harta hartaku itu kamu 2019pilihjokowikyaimaruf
0,umno sanggup buat apa saja untuk projek eh silap perpaduan ummah umno pas umno pas pkr kamu ingat pengundi nih bodoh 
1,jangan pernah meremehkan diri sendiri jika kamu tak bahagia dengan hidupmu perbaiki apa yang salah dan teruslah 
0,sampai lupa kalau hari ini tanggal 14 tetapi mas undang undang tidak pernah lupa lagi sakit begini masih terus ingat dan uruskan aku yang lah 
0,kawan aku kena pukau melalui suara whatsappemalam duit bukanenang nak cari babi tolong lah siapa yang tak percaya 
1,sayang bang enon saja lumah tidak aku sayang
0,aku sedih lah first time nih ada customer request camni 
0,paling comel gila bila lelaki pegang baby setelah itu dia gurau gurau dengan baby itu andd baby itu pon muka dia gelak gelak senyum 
0,sungguh tidak punya ide lain calon wakil presiden kok modal nge hoaks kenapa aku bilang hoaks nanti aku tunjukkan bahwa uang 100 ribu bisa bela 
1,pagiii semangat aktivitasnya aku lagi on the way ke ke kampuss sambil sarapan uwaa hari ini kelas dari pagi banget sampai sore 
1,aku maca ini sampai ngekeeekkkkkkkkkkk mbayangne ekspresi mbak pas membatin 
0,main sedih sedihan sama dinu adalah tidak seru aku kalah terus habisnya dia mengomongnya sedih benaran kayak mau mati besok
1,tidurlah setidaknya kamu bisa melupakan masalahmu walau hanya sekejap saja
0,aku rasa terbuang 
0,ya allah tolonglah normalkan abang aku 
1,sama 
1,ketika kamu tulus mencinta kamu selalu mencintainya meski telah berpisah jika tidak kamu memang dari awal tak me 
1,jadi dirimu sendiri agar ketika seseorang mencintai kamu tak perlu takut jika dia akan temukan dirimu bukan orang yang dia cintai
0,belum tahu lagi weh tapi member aku memang sudah di tulis gagal 
1,jika kamu tak menghargai dirimu sendiri orang lain tak akan pernah menghargaimu jangan sampai kehilangan dirimu iya 
0,yang mana kenal aku tanyalah jarang aku menolak takut jadi macam begini ya allah jauhkanlah
1,gagah benar mereka yang dengan percaya diri berujar aku berhak untuk bahagia seolah semesta bekerja untuknya 
1,kalau gebetan kamu tidak pernah buang ludah di jalan memacari 
1,cinta harus berasal dari hati maka jika tidak dari hati jangan pernah berucap bahwa kamu mencinta 2019pilihjokowikyaimaruf
1,allahswt itu adil kokuatu saat nanti orang yang sudah menyakiti kamu akan merasakan rasanya disakiti mungkin dengan yang lebih parah 
1,jika mencintai kamu adalah dosa terbesar aku rela kok masuk neraka terdalam 2019pilihjokowikyaimaruf
1,hatiku dag dig dug saat aku melihatmu itu dilanjutin
1,bila rindu ini masih milikmu kuhadirkan sebuah tanya untukmu harus berapa lama aku menunggumu jodilicious 2019pilihjokowikyaimaruf
1,kalau yang aku atau keluargku sering lihat itu kakak 
1,kamu itu manis tapi sayangnya manisnya buatan di
1,jatuh dan gagal sudah biasa tetapi jatuh pada satu hati itu baru luar biasa dan itu hanya terjadi pada kamu 2019pilihjokowikyaimaruf
0,i can't breath i can't eat i can't sleep aku hancur sebelum bertemu denganmu 
0,gambar 1 brian jangan mengambek lagi donggggg kan aku sudah datang nih pasang muka sedih gambar 2 jangan foto gue dan 
0,hem aku rsa nak mrh2 jerawat makin banyak nih hmmmmmmmm
0,kasihan tetapi kamu memang bully able dek 
1,aku bersyukur sebab bertanya much terima kasih to my dear friends 
1,but still dia ada dalam memori aku aku doakan kebahagiaan dia aku tak benci dia pun 
1,emosi tidak akan membimbingmu pada suatu pemikiran atau tindakan positif oleh sebab itu kamu harus tenang teens rika
0,huhu apa maksud awak nih saya bukan lgbt haha aku redha je amoi
0,sejahat jahat aku tak tergamak nak siksa dan bunuh kucing sampai macam itu nah sekarang rasakan sudah kena cekup 
1,aku juga mau dihujani uang buat beli tatcha mahal banget
0,lihat i tagar crazyrichsurabayan mek bisa membatin aku saja mangan indomi lek sudah entek iya bumbune sek tak koreti 
1,aku izin istirahat lebih dahulu ya karena besok aku harus bangun pagi lagi terima kasih sekali lagi semoga kita sama sama bisa 
1,aku mau tag base juga ah 
1,askmf aku suka banget cityview kayak begini kalau kamu pap view favorit kamu dong 
0,perempuan babi 
1,hai happy birthday to kamu semoga apa yang kamu citacitakan tercapai panjang umur sehat terus si 
1,tengok parents dan adik adik aku gembira sudah cukup buat hidup aku tenteram 
0,aku lebih puyeng sudah 
0,apa hal paling malu memalukan yang pernah kamu lakukan di dalam hidup ayo bagikan di sini biar kita mentertawakan bareng bareng 
1,hargai orang lain jika kamu ingin dihargai jangan menghina jika tak mau dihina dan jangan merendahkan orang lain jika tak mau direndahkan 
0,setelah itu aku pernah kena paksa dengan kawan kawan aku pegang kucing setelah itu kucing itu bergerak gerak kat dalam dakapan ku itu 
1,karena kebutuhan istri tidak cuma sandang pangan papan doang kalau kamu cinta sama istrimu ya kamu harus memenuhi kebutuhan sekund 
0,siapapun kakek ini aku sedih bathinku marah apa kalian tidak punya kakek di rumah bagaimana jika itu kakek ada 
0,aku sadar aku yang memilih untuk bertahan harus bisa terima semua risiko dan nyetok sabar sebanyak mungkin untuk ldr ini 
0,tak paham aku tegak cerita iron fist nih
1,aku adalah cuci tangan kalau ingin saja wkwk
0,kenapa nak tolong ke cewek itu tanya aku jarang tolak permintaan orang lagi lagi cewek kan ermm dia pun macam mengharap 
1,mau saya jual organ tunggal kamu haha
1,dari hal hal baikaya belajar mengucap syukur dari hal hal buruk aku belajar menjadi kuat 
0,kadang suka bingung sama perutku tidak dikasih makan dia bunyiudah dikasih makan eh masih bunyi lagi terus aku harus bagaimana 
1,aku memang suka menggombals hehe
1,ini aku rameiiinnn 
1,ada kamu
1,tiada kena mngena dengan aku haha
1,selalu berhasil jadi suasana hati booster ketika lagi cape terima kasih ya kamuosial media kesayangan quu
0,tak ok kalau dia asyik video call next generation network best friend forever dia je tapi dengan aku sudah lama sudah tk video call 
0,enggak tau kenapa di isu ini aku sensitif banget sedikit demot pas release info grafis pertama keceplosan nyantumi 
0,maafkan aku ya allah aku mengerti maafkan ya allah
1,aku ada minat 
0,ya allah aku masih piyik nih belum bisa bayar membayarin
1,aku hanya ingin mencintai orang yang selamanya mencintaiku
0,adik aku sudah lah tak suka tetamu pasti anak tetamu mengendeng dia tak sudah sudah last last dia cakap kat budak itu 
0,mungkin aku sensitif sama komen orang salah satunya karena itu tadi bukan core aku terus tadi pagi ada teman yang nya 
1,bahagia adalah ketika kamu memiliki orang yang peduli mencintai dan mengerti dirimu lebih dari kamu mengerti diri sendiri 
1,aku mau ikut 
0,aku insaf tunggu van nih aku yang aku jalan kaki kang
1,contoh komik one piece buat aku pribadi memberi tau kalau persahabatan itu begini kamu sayang sama orang itu kayak mana janj 
0,berarti cowok itu memang berengsek sampai tega meninggalkan tapi maaf menurutku lebih baik langsung ditinggal daripada nanti 
0,aku tak paham ah dengan orang yang seksa binatang nih weh kamu tadek hati perut ke do itu haiwan makhluk allah juga di 
0,aku menangis mendengarnya wkwk dia temanku aku tau dia bercanda tapi aku juga tau dia berbicara begitu karena memang ada neti 
1,sudah memiliki jangan lupa dijaga kamu enggak tahu berapa banyak yang menginginkan sesuatu yang sedang kamu miliki 
0,aku tambahkan ya bangelamat juga manusia manusia bertopeng di jagat maya aku doakan sukses jadi penipu kelas duni 
1,seketika aku sadar bahwa bahagia tentang kita berhenti di 'semoga' 
1,cowok aku janji aku tidak akan begitu lagi aku sayang sama kamu kamu percaya kan sama aku cewek 
1,kan aku natural killer jgak minyak senyonyong izy sekali haha
1,biasane soalnya aku begitu sih
1,ajak mengobrol saja aku kadang senang bantu yang beginian
0,terkadang meski tahu bahwa kamu bisa hidup tanpa dia yang kamu cinta kamu terus meyakinkan dirimu bahwa kamu tak menginginkan hal itu 
1,aku cinta kamu dan kamu cinta aku kita berdua saling mencintai selamanya 
1,nasib baik aku sejenis yang iya kan saja even aku tahu itu semua bongak je lebih 
1,air nih panas sangat aku nak minum tak nyempat nak bagi sejuk dulu haha
1,padahal lucu aku dari pada kucingnya 
1,kamu tidak merasakan kuliah sambil mengagumi
0,dan sekiranya engkau tidak memberi ampun kepadaku dan tidak belas kasihan kepadaku niscaya aku termasuk orang orang yang merugi 11 47 
1,ppangon haha gapala lhaaa gemasss tangan lele harus dimuseumkan karena aku juga suka 
1,nanti2 lah aku cita yun haha
0,aku belum 
1,terima hal hal yang memang tidak bisa diubah dan ubah hal hal yang kamu tak suka tapi masih ada kemungkinan untuk diubah
0,jika aku bisa jadi bagian dari dirimu aku mau jadi airmatamu yang trsimpan di hatimu lahir dari matamu hidup di pipimu dan mati di bibirmu
1,mbak yenny nya sepertinya langsung otomaris nama pengguna nya keganti begitu jadi kayak nomer kartu tanda penduduk aku tertawa wkwk mau login 
0,maaf meera aku tinggalkan kamu
0,aku tidak tau nder wkwk
0,aku sedih '
0,tapi kalau jaemin yang itu sih pas aku lagi cerita bukannya dengarkan malah mengajak ribut bedegong memang 
0,once kamu sudah malukan kawan aku dekat orang lain ataupun dalam grup mana pun takkisah lah kamu nih kawan rapat aku ke 
0,sedih sih tidak bisa ikut lomba padahal aku suka banget olahragaaa
1,tetaplah aku yang paling cantik 
0,itu bukan aku itu orang lainnn 
0,kenapa lah aku nih xde passion macam orang lain i'sama not interested in almost everything 
0,aku dijaga orang tuaku lebih 2 dekad untuk merasa hancur di tanganmu sesaat 
0,betapa ternyata patah hati itu jauh lebih mudah ketimbang jatuh cinta aku membutuhkam waktu sekian lama untuk jatuh cinta 
0,walah tidak menonton aku
0,ya allah ingin menonton mencari tapi aku benci jumpscare
0,aku ingin membantah pemikiran mistis itu seram 
1,aku pom ingatkannn siapa dengan uang muka macam itu hahahahanat nor ghaseee
1,mata duitan rupanya aku wkwkwkkwk
1,hahahhshahahahshskahahshshabahshahajahahahshahahhahahahahahahahahahahahahhaahahha
1,sudah selesai latihan nih hihihikg lagi on the way pulanggg lelah tapi seru juga tadi bareng sama tim j goodnight semuanya besok 
1,sini sama aku saja
0,aku awkward tidak munafik fik
0,seberapa tidak menyakinkannya saat aku pura pura baik baik saja ketika kamu bersisisan tertawa dan berjalan dengan seseora 
0,kamu bukan perempuan jadi memang tak empathi terhadap ketakutan perempuan terhadap lelaki yang tak kenal aku pernah kena kacau le 
1,nah sudah mengerti kan aku mau nya apaan
1,mmbhhhh buduuuuu caliiiii hahahahahahahahahhahahhhhahhhhha aku tepakaaaaiiii
1,aku tetap pakai sih
1,asyikkk aku mau viral
1,selamat pagiii aku ada kegiatan lagi today puji tuhan yaaaah kamu apa nih hari iniemangat ya ingat usaha ber 
0,ingatkan bila aku sedih kamu sebagai kawan baik natural killer comfort kan aku rupanya bila aku menangis kamu boleh gelak saka 
1,berikanlah sepenuh dirimu padaku aku akan berikan segalanya untukmu kamu adalah akhir dari segalanya kamu adalah a 
1,sini aku bantuinn
0,bagiku menerima orang yang baru adalah toksik buat tubuhku itu artinya aku harus melupakan kamu membuat kenangan deng 
0,haha tidak tau sih tapi aku ngerasanya pasti tidak enak banget kalau diputus cuma via text kecuali adalah kalau ldr 
0,mungkin aku terlampau penat sampai tak sedar yang aku sudah buat silap 
1,aku gelakkan diri sendiri je lah haha done 
0,bodoh punya sally nak main pasir tak pasal aku tidak yang kena tanggung adu yang alice pun bingai beli pemadam 
0,iphone 7 dilabel paling cukai habis aku pakai 5s je nih tahap cukai apa benda nih
1,lucu do tadi kak cafe asal mana dik mearawak kak k cafe orang mana me kucing kak k cafe ohhh orang bandar 
0,suruh anai itu muntah balikkk haha bodohhhh laaa 
0,barusan menonton sekigehara anu bagaimana ya aku sudah bela bela cari sejarah nya tonton ulang film nya tetap saja tidak 
1,sudah aku ikuti ya 
0,baru saja buka grup kelas dan isinya menyinggung tentang aksi mahasiswa di pekanbaru kemarin bingung harus bagaimana aku itu 
0,alah bohong kamu
1,aku tidak suka ambil pusing aku sukanya kamu jadi tolong jangan bikin pusing 
1,eh kamu tak baik tau ibu dia dengan aku selalu chat takpela biarlah aku jadi adik tiri dia haha kan 
1,hujan aku sukakan hujan ke ranah hujan mendamaikan di saat hujan membasahi bumi aku sering mendongakkan kepala ke dada langit 
1,karena itu warisan tapi kenapa aku enggak berubah karena aku nyaman dan merasa ini aku lah 
1,haha jadi kamu tidak bisa mengerti aku dong wkwk
0,makin murung hari hari aku teringat ayah dua tahun lebih sudah ayah pergi 
1,aku pulang suka bilo pusak gigit rambut aku 
0,jangan malakin aku brlum main drama sudah di palakkin saja hasemeleh 3
1,dia monyet monyet panjang pasal aurat baby bump tuo aku cukup lah lagi mampus please haha kamu ada vellfire putih ke
0,aku belum pernah punya satu pun album bts apalagi pas banget bias ku namjo 
1,aku bergaya ikut kemampuan bukan ikut orangebab aku sedar aku bukan anak orang senang syukurselalu
0,aku hanya rindu bukan ingin kamu kembali
1,aduh iyaiya kamu yang pertama deh yang lain lewat 
0,aku tidak bawa perasaan aku berandai2
1,babi dora the grownup pun banyak tanya lagi ke dahlah aku real life pun duduk office hahahhahaahhahaah
0,harga iphone boleh buat kenduri kawin 
1,aku pun geli juga kadang hose itu ada dalam lubang jamban 
0,aku kira hanya aku aku kira dispesialkan ternyata tidak dia juga 
0,andai saja aku bisa ketemu sama kamu wahai sang bidadari tetapi itu semua cuma dalam khayalan sahaja teens paulina
0,motivasi hari ini terlalu banyak penderitaan membuat resistensi akan dampak2 negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok
1,aku cuci tangan guna pencuci muka hadalabo haha mengantuk sangat ke nih sampai tak boleh beda pencuci muka juragan pencuci tangan 
0,muka kamu yang tua maksudnya
1,masalah yang anda hadapi bukan untuk menjatuhkanmu tetapi agar kamu bisa berpikir lebih dewasa hari ini kemarin dan si 
0,sing ayu saja tok sio sio apa lagi aku sing elek mas mungkin sudah tok tendang tekan pluto kono 
0,aku kiciwa sama diri aku paksyet 
0,jangan kamu ungkit jangan tinggalkan aku jfclosedday
1,haha baik lah nanti balik aku mintak 
0,eh aku tak pernah menangis pun sudah sekolah menengah sudah kowt still menangis lagi aku rasa kamu mungkin hati batu orang tidak ada perasaan kowt
1,warga bangladesh nih bagus kalau part pi awal masjid pakai pun kemas aku lalu sebelah depan tadi tudiaaaa bau sabun baby johnson baguih2
1,aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future istri nanti kita kahwin saya sedekahkan al fat 
1,kamu bisa mang kamu pasti bisa mangats mang ojek online 
0,paling babi bila aku sudah beli phone almost 4k setelah itu senang senang nak turunkan 1k wth man im pissed off 
0,sakitan mana sama tidak di kasih kabar sama dosen 
1,rlt oqe pulang tidak kamu sudah jujur 
1,nama di rubah jadi mbak cantik terima kasih lo mbak sering sering saja aku jadi geer 
1,alhamdulillah masih hidup lagi aku huhu
0,aku tak mau dijodohake tak mau pkke
0,betul ke orang cakap lelaki suka cewek brutal tapi kenapa aku yang brutal nih kena tinggal juga 
0,aku orang jawa cok 
